srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,sDevType,sOSName,age_gender
969,"""1""","""13""","""1""","""4""","""4""","""4""","""4""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""4""","""1""","""2""","""6""",65+ Female
1201,"""4""","""11""","""4""","""3""","""1""","""2""","""3""","""4""","""4""","""3""","""3""","""2""","""4""","""4""","""4""","""4""","""0""","""12""",50-64 Male
1555,"""2""","""13""","""1""","""4""","""4""","""4""","""4""","""2""","""1""","""4""","""3""","""3""","""5""","""5""","""5""","""5""","""-1""","""-1""",65+ Male
616,"""4""","""-98""","""3""","""3""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""1""","""6""",18-29 Female
1074,"""5""","""13""","""2""","""4""","""4""","""3""","""2""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""2""","""5""","""1""","""1""",50-64 Female
1826,"""4""","""16""","""3""","""4""","""1""","""4""","""2""","""1""","""2""","""2""","""3""","""2""","""2""","""4""","""2""","""2""","""0""","""8""",50-64 Female
847,"""1""","""1""","""3""","""2""","""4""","""3""","""2""","""2""","""2""","""3""","""3""","""3""","""2""","""4""","""4""","""4""","""0""","""12""",50-64 Male
14,"""2""","""19""","""2""","""2""","""2""","""4""","""2""","""1""","""2""","""3""","""3""","""2""","""1""","""4""","""4""","""-98""","""-1""","""-1""",65+ Female
1048,"""1""","""20""","""3""","""4""","""2""","""4""","""3""","""1""","""1""","""2""","""4""","""1""","""3""","""4""","""2""","""2""","""-1""","""-1""",65+ Male
1995,"""2""","""16""","""4""","""4""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""1""","""2""","""1""","""2""","""2""","""1""","""6""",30-49 Female
679,"""2""","""-98""","""1""","""4""","""3""","""4""","""4""","""3""","""4""","""3""","""3""","""3""","""2""","""4""","""4""","""4""","""2""","""6""",30-49 Female
1204,"""4""","""29""","""2""","""3""","""4""","""4""","""2""","""2""","""2""","""4""","""2""","""2""","""2""","""2""","""4""","""4""","""1""","""6""",30-49 Male
1105,"""2""","""13""","""97""","""4""","""5""","""3""","""4""","""2""","""1""","""2""","""2""","""1""","""4""","""4""","""4""","""2""","""0""","""12""",50-64 Female
1172,"""2""","""16""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""4""","""2""","""0""","""12""",65+ Female
813,"""2""","""34""","""1""","""4""","""4""","""3""","""3""","""3""","""2""","""3""","""3""","""2""","""2""","""4""","""4""","""2""","""2""","""6""",65+ Female
2560,"""2""","""34""","""2""","""3""","""3""","""4""","""2""","""2""","""3""","""3""","""2""","""2""","""4""","""4""","""4""","""2""","""-1""","""-1""",65+ Male
287,"""2""","""35""","""3""","""4""","""3""","""2""","""2""","""2""","""2""","""2""","""3""","""2""","""2""","""4""","""4""","""2""","""1""","""6""",65+ Male
646,"""4""","""-98""","""-99""","""3""","""2""","""2""","""3""","""1""","""1""","""2""","""1""","""1""","""2""","""4""","""4""","""2""","""0""","""12""",50-64 Female
233,"""4""","""16""","""4""","""3""","""1""","""2""","""2""","""1""","""1""","""1""","""3""","""1""","""1""","""1""","""4""","""1""","""1""","""6""",50-64 Female
1900,"""5""","""1""","""3""","""1""","""2""","""2""","""2""","""2""","""1""","""1""","""2""","""1""","""4""","""4""","""4""","""2""","""0""","""12""",50-64 Male
2336,"""2""","""11""","""3""","""3""","""3""","""3""","""3""","""4""","""3""","""4""","""4""","""4""","""4""","""5""","""4""","""2""","""0""","""12""",50-64 Male
1041,"""2""","""17""","""1""","""5""","""4""","""4""","""4""","""3""","""1""","""3""","""1""","""1""","""5""","""5""","""1""","""5""","""-1""","""-1""",30-49 Male
720,"""2""","""13""","""3""","""5""","""5""","""5""","""5""","""2""","""1""","""3""","""3""","""2""","""5""","""2""","""2""","""4""","""1""","""1""",30-49 Male
1251,"""2""","""34""","""1""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""1""","""6""",30-49 Female
549,"""2""","""29""","""1""","""2""","""2""","""4""","""4""","""2""","""2""","""3""","""3""","""3""","""2""","""4""","""2""","""4""","""1""","""6""",50-64 Male
1168,"""4""","""96""","""-99""","""4""","""-98""","""-98""","""-98""","""-99""","""-98""","""-98""","""-99""","""-98""","""3""","""3""","""-99""","""-98""","""0""","""12""",30-49 Male
1721,"""4""","""11""","""4""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""4""","""4""","""4""","""4""","""0""","""12""",65+ Female
1728,"""2""","""11""","""3""","""2""","""1""","""3""","""2""","""1""","""1""","""1""","""2""","""1""","""5""","""5""","""5""","""5""","""0""","""8""",50-64 Male
1725,"""4""","""5""","""96""","""5""","""3""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""2""","""4""","""4""","""2""","""-1""","""-1""",65+ Female
1810,"""2""","""34""","""1""","""3""","""3""","""3""","""3""","""1""","""1""","""2""","""1""","""1""","""2""","""5""","""4""","""1""","""1""","""1""",65+ Female
398,"""2""","""96""","""1""","""2""","""2""","""3""","""2""","""2""","""3""","""3""","""1""","""2""","""4""","""4""","""4""","""2""","""2""","""6""",65+ Male
2011,"""2""","""29""","""2""","""3""","""2""","""3""","""3""","""2""","""2""","""2""","""2""","""2""","""5""","""4""","""5""","""1""","""0""","""12""",65+ Female
67,"""4""","""36""","""5""","""4""","""4""","""3""","""3""","""2""","""4""","""2""","""4""","""2""","""2""","""5""","""2""","""5""","""1""","""6""",65+ Female
1809,"""1""","""16""","""97""","""3""","""2""","""3""","""3""","""3""","""2""","""3""","""3""","""2""","""2""","""4""","""2""","""4""","""1""","""6""",65+ Male
257,"""2""","""11""","""1""","""4""","""4""","""2""","""2""","""2""","""1""","""2""","""3""","""2""","""5""","""4""","""4""","""2""","""0""","""12""",65+ Male
1261,"""2""","""13""","""3""","""3""","""2""","""2""","""2""","""1""","""1""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""0""","""12""",65+ Female
789,"""4""","""11""","""4""","""5""","""1""","""2""","""5""","""1""","""1""","""2""","""2""","""1""","""4""","""2""","""5""","""1""","""0""","""12""",50-64 Female
1457,"""5""","""11""","""3""","""2""","""2""","""2""","""2""","""2""","""1""","""1""","""2""","""1""","""4""","""4""","""4""","""1""","""2""","""6""",65+ Male
1292,"""4""","""16""","""1""","""4""","""2""","""4""","""2""","""2""","""1""","""3""","""3""","""2""","""2""","""4""","""4""","""4""","""2""","""6""",65+ Male
1837,"""4""","""11""","""3""","""1""","""1""","""2""","""2""","""1""","""1""","""1""","""3""","""1""","""4""","""4""","""5""","""4""","""0""","""8""",30-49 Female
409,"""4""","""11""","""4""","""4""","""2""","""2""","""3""","""2""","""2""","""1""","""3""","""1""","""4""","""4""","""4""","""1""","""0""","""8""",50-64 Female
796,"""2""","""13""","""1""","""4""","""4""","""4""","""3""","""2""","""2""","""3""","""1""","""2""","""4""","""4""","""4""","""2""","""0""","""12""",65+ Male
252,"""2""","""13""","""1""","""4""","""2""","""3""","""3""","""2""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""0""","""8""",65+ Male
1001,"""1""","""16""","""1""","""5""","""5""","""5""","""5""","""1""","""1""","""2""","""1""","""1""","""2""","""5""","""2""","""1""","""0""","""12""",65+ Male
1294,"""4""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""1""","""2""","""3""","""3""","""4""","""4""","""4""","""2""","""0""","""12""",50-64 Male
2439,"""2""","""1""","""3""","""2""","""1""","""2""","""2""","""1""","""3""","""1""","""2""","""1""","""2""","""2""","""2""","""1""","""0""","""8""",50-64 Female
1891,"""4""","""11""","""3""","""4""","""3""","""3""","""3""","""3""","""3""","""2""","""4""","""4""","""4""","""4""","""4""","""2""","""0""","""12""",30-49 Female
1852,"""4""","""11""","""3""","""2""","""2""","""2""","""2""","""1""","""2""","""1""","""3""","""1""","""4""","""1""","""2""","""2""","""1""","""6""",30-49 Male
1944,"""4""","""16""","""1""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""3""","""2""","""2""","""4""","""4""","""2""","""2""","""6""",65+ Female
1500,"""4""","""13""","""1""","""3""","""2""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""1""","""2""","""2""","""1""","""0""","""12""",65+ Male
1323,"""4""","""16""","""1""","""4""","""2""","""3""","""2""","""1""","""2""","""3""","""3""","""1""","""2""","""4""","""4""","""4""","""0""","""12""",65+ Male
608,"""2""","""18""","""3""","""4""","""4""","""4""","""3""","""1""","""1""","""3""","""1""","""1""","""5""","""5""","""5""","""2""","""0""","""12""",65+ Male
1886,"""4""","""-99""","""3""","""3""","""2""","""5""","""2""","""1""","""1""","""1""","""2""","""2""","""4""","""4""","""4""","""1""","""0""","""12""",50-64 Male
147,"""4""","""16""","""4""","""5""","""5""","""3""","""5""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""4""","""1""","""0""","""12""",65+ Female
1850,"""4""","""36""","""1""","""2""","""2""","""3""","""3""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""4""","""2""","""0""","""12""",65+ Female
1493,"""4""","""6""","""96""","""3""","""2""","""2""","""3""","""2""","""1""","""2""","""2""","""2""","""1""","""1""","""2""","""2""","""0""","""8""",65+ Male
708,"""4""","""20""","""3""","""2""","""2""","""2""","""2""","""3""","""3""","""2""","""3""","""2""","""4""","""4""","""4""","""4""","""1""","""1""",65+ Male
1501,"""4""","""6""","""4""","""4""","""4""","""3""","""3""","""3""","""2""","""1""","""1""","""1""","""4""","""4""","""4""","""4""","""2""","""1""",65+ Female
936,"""4""","""11""","""3""","""4""","""2""","""4""","""3""","""2""","""2""","""3""","""3""","""2""","""2""","""2""","""2""","""2""","""0""","""12""",65+ Male
266,"""2""","""13""","""1""","""4""","""4""","""4""","""4""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""2""","""0""","""12""",50-64 Male
2036,"""5""","""96""","""11""","""2""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""5""","""2""","""0""","""12""",30-49 Female
988,"""2""","""96""","""4""","""2""","""2""","""3""","""3""","""2""","""2""","""1""","""3""","""3""","""2""","""5""","""5""","""4""","""1""","""6""",65+ Female
159,"""2""","""1""","""1""","""3""","""3""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""2""","""4""","""2""","""1""","""0""","""12""",30-49 Male
519,"""2""","""12""","""1""","""4""","""4""","""4""","""3""","""3""","""2""","""3""","""3""","""2""","""4""","""4""","""4""","""2""","""1""","""6""",30-49 Male
636,"""2""","""20""","""4""","""4""","""2""","""3""","""2""","""4""","""3""","""2""","""3""","""1""","""2""","""4""","""4""","""4""","""0""","""12""",65+ Male
1475,"""4""","""1""","""-98""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""5""","""5""","""5""","""5""","""1""","""6""",50-64 Female
2016,"""2""","""-98""","""1""","""3""","""3""","""3""","""3""","""2""","""1""","""1""","""2""","""1""","""2""","""4""","""4""","""1""","""1""","""6""",50-64 Female
2152,"""1""","""37""","""11""","""2""","""2""","""2""","""2""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""1""","""1""","""1""",50-64 Female
602,"""2""","""11""","""1""","""4""","""2""","""3""","""4""","""1""","""1""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""2""","""6""",50-64 Male
1125,"""1""","""96""","""3""","""1""","""3""","""2""","""3""","""1""","""2""","""2""","""1""","""1""","""5""","""4""","""4""","""5""","""-1""","""-1""",50-64 Male
1028,"""4""","""20""","""3""","""3""","""2""","""3""","""3""","""4""","""2""","""4""","""4""","""2""","""4""","""4""","""5""","""4""","""-1""","""-1""",65+ Female
35,"""4""","""11""","""4""","""2""","""1""","""2""","""2""","""2""","""2""","""2""","""3""","""1""","""4""","""4""","""4""","""5""","""1""","""6""",18-29 Female
987,"""2""","""16""","""1""","""3""","""5""","""3""","""4""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""0""","""12""",65+ Female
2232,"""4""","""1""","""1""","""4""","""4""","""3""","""4""","""2""","""2""","""2""","""1""","""2""","""2""","""4""","""4""","""4""","""-1""","""-1""",65+ Female
561,"""2""","""13""","""1""","""4""","""4""","""4""","""4""","""3""","""3""","""4""","""2""","""3""","""2""","""5""","""2""","""2""","""-1""","""-1""",50-64 Male
1924,"""5""","""16""","""96""","""5""","""4""","""2""","""2""","""2""","""1""","""2""","""2""","""1""","""4""","""4""","""4""","""5""","""-1""","""-1""",65+ Female
1796,"""2""","""16""","""4""","""5""","""2""","""2""","""2""","""2""","""2""","""2""","""3""","""2""","""4""","""4""","""4""","""2""","""0""","""12""",65+ Male
734,"""4""","""16""","""4""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""4""","""1""","""6""",50-64 Female
336,"""2""","""16""","""1""","""5""","""5""","""2""","""3""","""1""","""1""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""0""","""12""",30-49 Male
566,"""4""","""-99""","""3""","""4""","""4""","""2""","""1""","""1""","""1""","""3""","""1""","""1""","""1""","""1""","""1""","""1""","""0""","""12""",50-64 Female
1340,"""4""","""13""","""4""","""1""","""2""","""2""","""2""","""1""","""1""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""0""","""12""",50-64 Female
1130,"""5""","""11""","""96""","""5""","""5""","""2""","""2""","""2""","""2""","""3""","""4""","""3""","""5""","""4""","""4""","""5""","""-1""","""-1""",30-49 Male
1053,"""4""","""13""","""1""","""5""","""5""","""3""","""2""","""2""","""1""","""1""","""2""","""1""","""4""","""2""","""4""","""1""","""-1""","""-1""",65+ Female
596,"""2""","""16""","""1""","""3""","""5""","""4""","""3""","""2""","""1""","""1""","""2""","""2""","""2""","""4""","""2""","""2""","""1""","""1""",65+ Male
700,"""2""","""1""","""1""","""4""","""2""","""2""","""3""","""3""","""3""","""3""","""2""","""3""","""2""","""4""","""2""","""2""","""0""","""12""",50-64 Female
1473,"""5""","""11""","""4""","""3""","""1""","""3""","""1""","""3""","""1""","""1""","""3""","""3""","""2""","""4""","""4""","""1""","""0""","""12""",30-49 Female
569,"""2""","""19""","""1""","""4""","""2""","""4""","""3""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""4""","""4""","""0""","""12""",65+ Male
665,"""2""","""7""","""96""","""2""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""1""","""0""","""8""",50-64 Male
1775,"""4""","""36""","""1""","""3""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""2""","""6""",50-64 Female
1794,"""4""","""4""","""3""","""3""","""4""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""5""","""2""","""2""","""1""","""6""",50-64 Female
1088,"""4""","""16""","""3""","""4""","""-98""","""3""","""-98""","""1""","""1""","""1""","""1""","""1""","""4""","""5""","""5""","""1""","""0""","""12""",65+ Female
1406,"""1""","""1""","""3""","""5""","""5""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""4""","""4""","""5""","""2""","""1""","""6""",30-49 Female
1127,"""5""","""1""","""1""","""5""","""5""","""4""","""4""","""3""","""2""","""3""","""2""","""1""","""5""","""4""","""5""","""5""","""-1""","""-1""",65+ Male
1363,"""4""","""11""","""3""","""-98""","""1""","""-98""","""2""","""-98""","""1""","""1""","""2""","""2""","""5""","""5""","""5""","""-98""","""-1""","""-1""",65+ Male
474,"""4""","""13""","""11""","""2""","""1""","""2""","""1""","""2""","""2""","""1""","""1""","""2""","""2""","""5""","""5""","""2""","""0""","""12""",65+ Male
30,"""2""","""30""","""4""","""2""","""2""","""1""","""2""","""2""","""2""","""2""","""2""","""1""","""4""","""4""","""4""","""1""","""-1""","""-1""",50-64 Female
1593,"""2""","""5""","""2""","""3""","""4""","""4""","""4""","""1""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""2""","""1""","""6""",50-64 Female
148,"""4""","""11""","""3""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""2""","""4""","""5""","""1""","""1""","""6""",65+ Female
1511,"""2""","""1""","""3""","""5""","""5""","""4""","""4""","""1""","""1""","""2""","""1""","""2""","""2""","""2""","""5""","""1""","""-1""","""-1""",65+ Male
818,"""4""","""4""","""97""","""4""","""3""","""2""","""4""","""1""","""1""","""1""","""1""","""1""","""2""","""4""","""2""","""2""","""0""","""12""",50-64 Female
2259,"""4""","""5""","""1""","""3""","""3""","""3""","""3""","""2""","""3""","""3""","""3""","""2""","""4""","""4""","""4""","""4""","""2""","""1""",65+ Female
1317,"""2""","""1""","""1""","""4""","""4""","""3""","""3""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""4""","""2""","""0""","""12""",65+ Male
207,"""4""","""13""","""-98""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""1""","""2""","""6""",30-49 Male
1066,"""1""","""1""","""96""","""3""","""5""","""3""","""4""","""1""","""1""","""1""","""1""","""1""","""5""","""5""","""5""","""1""","""-1""","""-1""",50-64 Female
1518,"""2""","""13""","""1""","""3""","""4""","""4""","""4""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""5""","""-1""","""-1""",65+ Female
1828,"""4""","""16""","""-99""","""3""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""5""","""5""","""5""","""1""","""2""","""6""",30-49 Female
1176,"""4""","""36""","""4""","""4""","""2""","""4""","""3""","""2""","""2""","""4""","""4""","""1""","""5""","""5""","""4""","""4""","""0""","""12""",30-49 Male
405,"""2""","""11""","""3""","""2""","""2""","""3""","""2""","""2""","""2""","""4""","""4""","""3""","""4""","""4""","""4""","""2""","""1""","""1""",18-29 Male
2177,"""4""","""16""","""3""","""4""","""4""","""5""","""4""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""1""","""6""",50-64 Female
1135,"""1""","""17""","""1""","""5""","""5""","""5""","""5""","""1""","""1""","""1""","""1""","""1""","""5""","""5""","""5""","""5""","""-1""","""-1""",65+ Male
309,"""5""","""11""","""4""","""2""","""2""","""2""","""2""","""1""","""2""","""1""","""3""","""1""","""4""","""1""","""2""","""4""","""0""","""12""",65+ Female
216,"""2""","""1""","""3""","""4""","""5""","""4""","""3""","""4""","""4""","""4""","""4""","""4""","""1""","""2""","""2""","""1""","""0""","""12""",50-64 Female
288,"""4""","""12""","""3""","""2""","""1""","""2""","""2""","""1""","""2""","""2""","""1""","""2""","""4""","""4""","""4""","""4""","""-1""","""-1""",50-64 Female
1815,"""2""","""96""","""3""","""5""","""5""","""2""","""2""","""3""","""3""","""3""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""6""",65+ Male
1539,"""4""","""36""","""1""","""5""","""5""","""5""","""5""","""1""","""1""","""1""","""1""","""1""","""2""","""5""","""4""","""1""","""0""","""12""",65+ Female
960,"""4""","""13""","""95""","""2""","""2""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""4""","""2""","""1""","""2""","""6""",50-64 Female
1032,"""2""","""1""","""3""","""2""","""-98""","""4""","""1""","""2""","""4""","""2""","""4""","""2""","""4""","""5""","""4""","""5""","""-1""","""-1""",65+ Male
884,"""2""","""13""","""-98""","""2""","""2""","""2""","""3""","""1""","""1""","""1""","""1""","""1""","""4""","""4""","""4""","""1""","""0""","""12""",50-64 Female
1278,"""3""","""16""","""24""","""2""","""2""","""4""","""2""","""1""","""1""","""3""","""4""","""3""","""2""","""2""","""2""","""4""","""0""","""12""",30-49 Male
2436,"""1""","""-98""","""3""","""3""","""3""","""2""","""3""","""1""","""1""","""1""","""1""","""3""","""2""","""4""","""4""","""4""","""1""","""6""",30-49 Female
1602,"""4""","""36""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""3""","""2""","""2""","""4""","""5""","""4""","""4""","""2""","""6""",65+ Male
59,"""5""","""11""","""3""","""2""","""2""","""2""","""2""","""3""","""2""","""2""","""3""","""1""","""4""","""5""","""4""","""2""","""2""","""1""",65+ Female
1047,"""2""","""13""","""1""","""5""","""5""","""2""","""1""","""1""","""1""","""1""","""1""","""1""","""4""","""5""","""5""","""-99""","""-1""","""-1""",65+ Female
1780,"""4""","""19""","""-98""","""1""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""1""","""0""","""12""",30-49 Female
1264,"""4""","""13""","""3""","""1""","""1""","""2""","""2""","""1""","""1""","""1""","""1""","""1""","""4""","""5""","""4""","""1""","""1""","""1""",50-64 Female
1547,"""2""","""20""","""3""","""3""","""3""","""3""","""4""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""0""","""12""",65+ Male
1829,"""4""","""20""","""3""","""3""","""2""","""2""","""2""","""2""","""1""","""2""","""2""","""1""","""2""","""4""","""4""","""1""","""0""","""12""",65+ Female
1679,"""2""","""13""","""1""","""-98""","""2""","""4""","""2""","""3""","""1""","""2""","""4""","""2""","""5""","""4""","""4""","""5""","""-1""","""-1""",65+ Female
1509,"""5""","""20""","""2""","""3""","""4""","""4""","""3""","""3""","""1""","""3""","""3""","""3""","""5""","""5""","""4""","""4""","""2""","""6""",65+ Male
1046,"""5""","""20""","""-98""","""4""","""4""","""3""","""2""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""2""","""-1""","""-1""",30-49 Female
2125,"""2""","""11""","""1""","""4""","""3""","""2""","""4""","""2""","""2""","""3""","""4""","""3""","""2""","""4""","""4""","""4""","""0""","""12""",50-64 Female
1059,"""2""","""-98""","""3""","""4""","""4""","""4""","""4""","""3""","""3""","""3""","""3""","""3""","""5""","""5""","""5""","""5""","""-1""","""-1""",50-64 Male
502,"""4""","""20""","""1""","""5""","""5""","""4""","""4""","""2""","""1""","""2""","""3""","""2""","""5""","""5""","""5""","""5""","""-1""","""-1""",65+ Female
1307,"""2""","""13""","""1""","""4""","""2""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""1""","""2""","""2""","""6""",30-49 Female
647,"""4""","""19""","""1""","""3""","""3""","""2""","""2""","""3""","""2""","""4""","""4""","""3""","""4""","""4""","""4""","""4""","""0""","""8""",65+ Female
1328,"""4""","""16""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""5""","""4""","""1""","""0""","""12""",65+ Male
505,"""2""","""26""","""1""","""4""","""3""","""3""","""4""","""1""","""1""","""4""","""3""","""3""","""2""","""2""","""4""","""1""","""-1""","""-1""",65+ Female
2337,"""2""","""4""","""3""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""2""","""1""","""2""","""1""","""1""","""1""",18-29 Male
1325,"""2""","""11""","""3""","""3""","""2""","""3""","""3""","""2""","""2""","""3""","""3""","""2""","""2""","""4""","""4""","""4""","""0""","""12""",30-49 Male
1585,"""2""","""16""","""1""","""5""","""4""","""4""","""2""","""2""","""2""","""1""","""3""","""2""","""2""","""2""","""2""","""1""","""2""","""6""",65+ Female
1049,"""4""","""13""","""3""","""4""","""4""","""2""","""3""","""3""","""2""","""1""","""2""","""1""","""4""","""4""","""2""","""2""","""-1""","""-1""",50-64 Female
1867,"""4""","""11""","""3""","""2""","""1""","""1""","""3""","""3""","""2""","""3""","""4""","""2""","""1""","""4""","""4""","""2""","""1""","""6""",30-49 Male
25,"""1""","""1""","""1""","""5""","""3""","""5""","""5""","""4""","""3""","""3""","""4""","""3""","""4""","""5""","""4""","""4""","""-1""","""-1""",50-64 Female
5,"""2""","""1""","""1""","""4""","""4""","""4""","""4""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""5""","""-1""","""-1""",65+ Female
191,"""4""","""16""","""4""","""1""","""1""","""1""","""1""","""2""","""3""","""2""","""3""","""2""","""4""","""5""","""4""","""2""","""1""","""1""",18-29 Male
362,"""4""","""16""","""-98""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""1""","""6""",30-49 Female
294,"""4""","""5""","""-98""","""4""","""5""","""5""","""5""","""1""","""1""","""1""","""1""","""1""","""2""","""1""","""2""","""1""","""0""","""12""",50-64 Female
2535,"""1""","""20""","""1""","""1""","""1""","""3""","""5""","""2""","""1""","""1""","""1""","""1""","""2""","""4""","""5""","""4""","""2""","""1""",50-64 Female
1692,"""2""","""1""","""3""","""3""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""2""","""1""","""1""",30-49 Female
1051,"""4""","""16""","""1""","""5""","""5""","""2""","""1""","""2""","""1""","""3""","""2""","""1""","""5""","""5""","""5""","""4""","""-1""","""-1""",65+ Female
23,"""4""","""16""","""-98""","""2""","""2""","""2""","""1""","""1""","""1""","""1""","""1""","""1""","""4""","""2""","""5""","""1""","""-1""","""-1""",50-64 Female
1614,"""4""","""11""","""3""","""4""","""2""","""4""","""4""","""2""","""1""","""2""","""3""","""2""","""1""","""2""","""2""","""4""","""0""","""8""",65+ Male
752,"""1""","""-98""","""1""","""3""","""3""","""4""","""4""","""2""","""1""","""3""","""1""","""1""","""4""","""5""","""4""","""1""","""0""","""8""",50-64 Female
1816,"""5""","""29""","""15""","""4""","""1""","""2""","""3""","""1""","""2""","""1""","""1""","""1""","""2""","""4""","""4""","""4""","""1""","""6""",50-64 Male
1011,"""2""","""11""","""3""","""5""","""2""","""3""","""5""","""2""","""2""","""1""","""2""","""1""","""2""","""4""","""2""","""4""","""-1""","""-1""",65+ Female
1188,"""4""","""20""","""4""","""4""","""4""","""2""","""4""","""2""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""1""","""1""",50-64 Female
2045,"""2""","""4""","""1""","""2""","""2""","""4""","""2""","""2""","""2""","""3""","""2""","""2""","""2""","""4""","""4""","""2""","""1""","""6""",30-49 Male
1005,"""4""","""11""","""3""","""2""","""2""","""3""","""2""","""2""","""2""","""2""","""2""","""2""","""4""","""4""","""4""","""1""","""2""","""6""",65+ Female
1661,"""2""","""20""","""1""","""2""","""2""","""2""","""2""","""1""","""4""","""1""","""2""","""1""","""4""","""4""","""4""","""4""","""-1""","""-1""",65+ Female
1438,"""2""","""37""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""4""","""3""","""4""","""4""","""4""","""4""","""1""","""1""",65+ Female
875,"""4""","""13""","""-98""","""2""","""2""","""1""","""1""","""2""","""1""","""1""","""1""","""1""","""2""","""2""","""4""","""1""","""0""","""8""",65+ Male
1301,"""4""","""1""","""5""","""2""","""2""","""3""","""1""","""2""","""3""","""3""","""3""","""2""","""2""","""4""","""2""","""2""","""0""","""12""",30-49 Male
1881,"""2""","""16""","""3""","""3""","""3""","""4""","""3""","""3""","""3""","""4""","""3""","""3""","""1""","""2""","""2""","""2""","""0""","""12""",50-64 Male
372,"""4""","""13""","""1""","""4""","""3""","""4""","""4""","""2""","""4""","""2""","""3""","""1""","""1""","""2""","""2""","""1""","""0""","""12""",65+ Male
1637,"""1""","""29""","""1""","""2""","""1""","""2""","""5""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""6""",65+ Female
666,"""2""","""11""","""1""","""2""","""2""","""3""","""3""","""3""","""3""","""3""","""3""","""3""","""2""","""4""","""2""","""2""","""1""","""6""",65+ Female
15,"""4""","""20""","""5""","""-98""","""1""","""1""","""1""","""1""","""2""","""1""","""2""","""1""","""4""","""4""","""4""","""5""","""-1""","""-1""",65+ Female
